"","x","y"
"1157",-123.496094106409,41.5069897367973
"2217",-123.434744259369,41.5017975240057
"1138",-123.495466568698,41.5095505434273
"1789",-123.404628864169,41.5066993621539
"5362",-123.523965823074,41.4817354443513
"5122",-123.523230302157,41.4885754325404
"1408",-123.402767511863,41.509912534861
"3618",-123.518590658807,41.5076381127903
"237",-123.519696153636,41.506525212852
"5170",-123.51819582942,41.4866706348786
"2826",-123.49701148818,41.4953301869342
"6294",-123.381078375487,41.5202008434471
"2417",-123.384017741847,41.5267934847902
"4626",-123.516345427857,41.4859583620865
"15",-123.530639876318,41.4922975819977
"5329",-123.523859267066,41.4804028290079
"193",-123.517275011199,41.5019243377855
"1827",-123.431578951149,41.4924507283184
"2432",-123.392559370212,41.5180995332945
"4320",-123.504209282897,41.4857419797056
"3761",-123.524633182198,41.5035844006359
"3442",-123.49447725474,41.4771641079044
"2414",-123.387780073321,41.5265646827663
"5573",-123.367128960863,41.531019059489
"872",-123.505675430035,41.4740258685286
"2384",-123.380465987506,41.5200047082368
"3796",-123.496647942079,41.4979258935828
"492",-123.49828171923,41.4640958837158
"1854",-123.423515693997,41.5033706802761
"1339",-123.475958559292,41.4899787482782
"1064",-123.491007446111,41.5061918916751
"5990",-123.368515739133,41.505010251564
"3813",-123.495661447319,41.4958224134722
"1833",-123.432262518531,41.4889532758074
"735",-123.503642507069,41.4697832688751
"476",-123.502047120253,41.4709972423678
"129",-123.515635357557,41.491582181672
"2379",-123.383779394403,41.5189128111514
"162",-123.516249594033,41.4919937677639
"917",-123.503469918933,41.4799804581756
"2301",-123.411913694185,41.5160592211547
"3711",-123.504760821573,41.4966115222585
"3419",-123.475642528282,41.4516713225965
"2927",-123.477361313173,41.4999261378844
"2068",-123.374492023461,41.5253026497413
"5523",-123.547515008295,41.4803737263492
"4713",-123.517864305562,41.4886627695593
"3448",-123.502431110717,41.4788500625662
"5819",-123.344938554924,41.5396087394209
"4619",-123.516642853218,41.4872090592574
"2240",-123.422344432193,41.5056718785616
"465",-123.513802252888,41.4854923567715
"6323",-123.389633999602,41.5099217488889
"3423",-123.478596993755,41.4529291250132
"5011",-123.507656456563,41.4838622780744
"3851",-123.517889841112,41.4873565776201
"3823",-123.509466939627,41.4886732490282
"3288",-123.526340475316,41.4598995448048
"1511",-123.361740037653,41.531963897243
"3617",-123.518842862518,41.5077090344811
"106",-123.52931280777,41.4882143273416
"776",-123.516194670974,41.4775280773406
"5349",-123.527062252201,41.4780552700353
"2931",-123.483231381743,41.5014328850198
"5611",-123.378814192946,41.5183167697069
"3994",-123.508868056865,41.4794973238462
"6154",-123.42934433468,41.5132572206559
"661",-123.497787809742,41.4637107009763
"1427",-123.366498862003,41.5255716000724
"5862",-123.376377134471,41.5258729686763
"2940",-123.496899269571,41.4900523215251
"2335",-123.426351133764,41.4881016178895
"4629",-123.516266656147,41.4865982432304
"4807",-123.503498547352,41.4945093191394
"2648",-123.427070784301,41.4973585908726
"3729",-123.524163352877,41.5002988401716
"3644",-123.520990209509,41.5020336722484
"1565",-123.377586198178,41.5276704829827
"6049",-123.372981739663,41.5044193801924
"6095",-123.411805780724,41.5160506002088
"3856",-123.512858742312,41.4858478574281
"3252",-123.525749794445,41.4742331125691
"6210",-123.369013031287,41.5356067926272
"3654",-123.512007746931,41.4933908641705
"2306",-123.417405675938,41.518417372821
"1442",-123.356960072628,41.5346810476542
"1417",-123.366059130652,41.5326167763958
"859",-123.5070767784,41.4740377143525
"965",-123.509519246,41.4708833200823
"2225",-123.437390707594,41.5033547808849
"3311",-123.500771477174,41.4639679748295
"4230",-123.511999708126,41.4862840412119
"2830",-123.50201868468,41.4828331523652
"3966",-123.517624161837,41.4870875507017
"3190",-123.516594613153,41.4720857831507
"4584",-123.513048091931,41.4840365189664
"2291",-123.417776007455,41.5070486834293
"4485",-123.507922826164,41.4811588708291
"4776",-123.504151575863,41.4937498352894
"1570",-123.380701879033,41.525489430577
"5029",-123.522005935453,41.4882657358251
"1065",-123.490524559395,41.5057165597876
"2808",-123.496373563989,41.4902347400014
"4897",-123.505562340276,41.4856729884238
"2075",-123.37777939262,41.527913047943
"3650",-123.522343730726,41.5019824960363
"2223",-123.43661879749,41.5043845592333
"4354",-123.513482000901,41.4843768652174
"791",-123.516556325527,41.4883804135149
"3816",-123.509244114832,41.4862242149024
"5402",-123.535637813724,41.4693054548987
"2757",-123.437277568741,41.4990046272759
"4553",-123.510976973097,41.4780828135444
"2224",-123.43723488544,41.5033463659471
"2989",-123.514941673541,41.4781101699594
"2987",-123.515061941461,41.4781726835848
"343",-123.507524915991,41.4731440002258
"1643",-123.360580210873,41.5281754305684
"1741",-123.392678139854,41.5139557224611
"3029",-123.532128705957,41.4795271780013
"5352",-123.527065827985,41.4784966182533
"3123",-123.514041486348,41.4778709954088
"2575",-123.432178665441,41.4889535909083
"2563",-123.427160763152,41.492818511554
"2955",-123.495585846175,41.5094779703325
"908",-123.507943798544,41.4777089277562
"366",-123.497597185707,41.463837630284
"682",-123.506450013254,41.4627541283544
"3915",-123.516064357044,41.4928052669109
"1312",-123.517224799593,41.492601891107
"1211",-123.491423754438,41.5057847804433
"1479",-123.359539241893,41.5350062859136
"4723",-123.516266475573,41.488084469772
"1580",-123.361611338794,41.5303790025502
"1776",-123.40131751421,41.5060264005885
"6228",-123.362287703523,41.5248463371135
"5071",-123.531608076554,41.4920318959483
"6074",-123.372190533984,41.5022601611854
"2486",-123.433698413301,41.4905061573862
"1967",-123.366324806291,41.5414611711642
"4482",-123.510199035115,41.4812118490431
"67",-123.521729196212,41.4881138651978
"1461",-123.361762972274,41.5360801971903
"6389",-123.411558355682,41.5053686991526
"3774",-123.523547974614,41.5101737528869
"5957",-123.388074306351,41.5136200604467
"4072",-123.507622631649,41.4841326504196
"1404",-123.400747992867,41.5088837370796
"6305",-123.381532078373,41.5219467741125
"3135",-123.517900472732,41.4721429632238
"2425",-123.379576879419,41.5237277005329
"2854",-123.523524695992,41.4879435731332
"4234",-123.510461793634,41.4795893439552
"4396",-123.523541806073,41.4989955969338
"2929",-123.481250744442,41.5009367744931
"2269",-123.391828068852,41.5041495479004
"2884",-123.514134097725,41.4774652465092
"312",-123.518025049231,41.487788325297
"4836",-123.48985948559,41.4906049498048
"5781",-123.359907394998,41.549516001072
"3754",-123.526037992052,41.5009838517103
"3407",-123.473527152813,41.453832839574
"251",-123.51893824809,41.5016466231371
"709",-123.49725096314,41.4655415387471
"956",-123.512186920999,41.4781134619791
"1289",-123.517473932644,41.4922945182102
"3152",-123.522004923253,41.4881396364505
"394",-123.515038769063,41.4767586185923
"1630",-123.365567061869,41.5367707425626
"5894",-123.366212525287,41.5321839337443
"617",-123.497971096879,41.4594944107891
"4792",-123.499510871601,41.4994177336597
"1245",-123.490193750879,41.5063394810846
"5159",-123.521260227942,41.4893860384874
"5997",-123.36427534943,41.5116622276253
"3276",-123.533611102055,41.4718819982611
"6047",-123.372538872142,41.5045018823444
"1629",-123.365542883147,41.5367347899255
"3069",-123.532537908737,41.4768410670718
"783",-123.51182215892,41.4865550543379
"1574",-123.363323263215,41.5256987724741
"5381",-123.528975536027,41.4894589034713
"1346",-123.475288978854,41.4901526582955
"97",-123.52938976643,41.4873672751479
"2087",-123.354323318103,41.5194036601592
"3781",-123.523531556157,41.5111105962977
"2200",-123.428277132676,41.4931566426113
"3259",-123.514835663731,41.4783358305728
"5674",-123.359939340164,41.5120271686009
"4418",-123.516299807515,41.5013342308326
"3906",-123.521293902186,41.4980690366613
"4991",-123.521148392179,41.4948630568413
"4765",-123.503650448727,41.4940132459708
"1345",-123.47515510197,41.4898649736236
"4710",-123.51702399846,41.4884413642224
"4817",-123.499492254783,41.4969948199742
"3271",-123.535533191312,41.4682340549884
"5809",-123.360438786877,41.5458843715975
"1471",-123.358502488168,41.5339556593255
"2894",-123.518590209769,41.4820480443386
"1786",-123.400801906824,41.5079107485154
"2275",-123.394260115599,41.5040961995816
"3113",-123.522938465536,41.4880363141916
"6092",-123.412176657343,41.5159501902155
"3041",-123.517872700186,41.483699637724
"5896",-123.36071446221,41.5286073641657
"24",-123.529351310007,41.4885294100161
"4854",-123.499380478176,41.4886814538908
"3507",-123.521312909116,41.5019331285661
"1743",-123.385565665825,41.5129439349547
"2968",-123.514404611209,41.4934972658448
"3236",-123.51415027443,41.4779966133996
"715",-123.493459874669,41.4567215327485
"3051",-123.519026743875,41.4752094270581
"2114",-123.379934813288,41.5111521848013
"545",-123.505292588794,41.4694517638249
"3834",-123.509685170548,41.4890055570088
"1250",-123.495742033401,41.5095313415904
"1796",-123.427714852614,41.4932758315547
"3460",-123.50733870921,41.4861245459389
"5787",-123.359007556132,41.5472489600395
"5344",-123.523074659993,41.4796497748559
"4676",-123.510866898581,41.4838931009707
"2865",-123.521094174497,41.4806225601014
"803",-123.500502057846,41.495882517836
"353",-123.498625241013,41.4729847592284
"1110",-123.502790140125,41.5036008975458
"2726",-123.427761231185,41.4930414657991
"560",-123.505147169523,41.4723167736159
"5361",-123.524160511897,41.4821128696168
"3080",-123.514119861778,41.4756638209698
"3752",-123.525519674991,41.5005989027098
"6044",-123.376994334321,41.5103692086752
"6163",-123.411986283846,41.5161670499457
"2430",-123.383028403709,41.5256978827697
"117",-123.528882526611,41.4883334031862
"3794",-123.498216389908,41.4993512890297
"5255",-123.519887074212,41.4839517661795
"19",-123.529625281095,41.4883389928836
"5044",-123.531584559564,41.4920860491521
"5081",-123.530982425993,41.4917015114777
"4154",-123.519857894125,41.4982827067123
"1660",-123.372319998427,41.5144017411644
"3666",-123.505236789371,41.4900250074794
"3498",-123.523321770107,41.5014285983065
"2723",-123.431217460746,41.5029727579774
"5964",-123.37448255912,41.5091073690734
"1563",-123.380591201649,41.5291017590626
"3574",-123.525852093495,41.50318250838
"5473",-123.524436795347,41.4822106920443
"4127",-123.521084698706,41.5048525612426
"3210",-123.524744677095,41.4847403765961
"2150",-123.404392405733,41.495657091227
"2258",-123.401074479373,41.5054777958694
"4880",-123.503658067826,41.4795292623427
"1252",-123.496062197085,41.5090885986042
"1498",-123.366829798072,41.5311100879749
"2514",-123.422836661951,41.4966086033465
"2369",-123.388119081293,41.5150971239692
"730",-123.504735875641,41.464067745237
"3449",-123.503542868433,41.4770256969948
"4159",-123.521279088348,41.4947273533307
"6038",-123.374067873518,41.5120091058547
"6324",-123.385774320169,41.507718935835
"6002",-123.371668833452,41.511602542706
"4217",-123.507870006604,41.4897341803648
"5859",-123.371508397259,41.5212680067095
"992",-123.506969133522,41.474056203739
"5188",-123.517481906437,41.4902858271615
"317",-123.515275075945,41.4854227161844
"2998",-123.52110226189,41.4876122913473
"4202",-123.518699917835,41.5018098315369
"569",-123.508986779136,41.4824242165219
"4458",-123.516864122315,41.4879196519879
"760",-123.514984023692,41.4804339002598
"3092",-123.517343909466,41.4804683475587
"5991",-123.367984548414,41.5021926281192
"5279",-123.515786124743,41.478872019045
"3249",-123.51495393457,41.4766328941799
"721",-123.498529021852,41.4588614709347
"2504",-123.421004168327,41.4929943377859
"116",-123.529218444103,41.4883949100553
"2771",-123.43264521507,41.4960587024862
"5377",-123.529778896551,41.4924907067343
"4096",-123.525761732392,41.4994178260997
"6175",-123.381710805858,41.5258463818212
"5094",-123.531518109689,41.4912846959414
"5636",-123.377380659013,41.5170514388689
"6070",-123.371087974855,41.5064161463045
"401",-123.519568164875,41.4830164340288
"1949",-123.358931545544,41.5335039519935
"3279",-123.534053168125,41.4732130490555
"5516",-123.541416850652,41.4845099810297
"5379",-123.528476033517,41.4913797804325
"2376",-123.388087649078,41.5158538520128
"6141",-123.421694012493,41.5014587933327
"3515",-123.515769584771,41.4979318089705
"3308",-123.502795132843,41.4639591473809
"2473",-123.421259053523,41.495353352041
"1803",-123.43193938431,41.488999526935
"1864",-123.412525852509,41.5162101528084
"3689",-123.508750957835,41.4874964449851
"1220",-123.498509778378,41.5047995000722
"6375",-123.395575532015,41.5115408154454
"3228",-123.514988509691,41.4764615979176
"3454",-123.503449825219,41.4835745145178
"2431",-123.382909819616,41.5259144549981
"5856",-123.371411898755,41.5211602296219
"12",-123.531735404113,41.4900226526779
"3867",-123.510569529247,41.4826333802999
"5933",-123.373520254468,41.5043005360535
"2553",-123.431756049872,41.5010791793255
"2413",-123.396271202819,41.5155737386387
"81",-123.52122400235,41.4893501729554
"3054",-123.514139792467,41.4781858165653
"5996",-123.370739922334,41.5063181871384
"2480",-123.395283403247,41.5127668274297
"600",-123.49814632105,41.4667446651417
"3700",-123.505569762194,41.4866277436353
"2229",-123.435853974692,41.5029012364701
"1968",-123.365400401451,41.5412389280107
"4266",-123.513041626605,41.4832168712167
"2562",-123.427379772974,41.4933311217176
"1649",-123.366808673687,41.5316145687643
"1007",-123.51688516787,41.4860460121562
"1192",-123.490909820449,41.5059581159184
"5450",-123.529636138104,41.489672041597
"4844",-123.491314276812,41.4976425490376
"356",-123.497812404244,41.4669262599812
"4118",-123.525425469792,41.4993202812644
"4974",-123.512285169216,41.4905883205904
"3411",-123.479009618268,41.453684036607
"363",-123.497046037355,41.4606603757773
"1453",-123.362856619892,41.5408596659411
"5911",-123.367304983002,41.5176335110487
"845",-123.508298752884,41.4756176321127
"2699",-123.41478893222,41.4952507632486
"311",-123.521309900509,41.494087687089
"5404",-123.535779662314,41.4690796079492
"4319",-123.504870353806,41.4891168663676
"5772",-123.351245712012,41.5420306449698
"5360",-123.524518459638,41.4819400966109
"749",-123.514930337824,41.4766780370448
"6415",-123.390604653827,41.5059371785691
"1082",-123.491540541966,41.5117201576602
"2868",-123.521897792708,41.4792678007573
"6001",-123.366083855946,41.5136110936055
"5371",-123.521374682271,41.4902142027325
"4692",-123.503813767005,41.4841674117693
"939",-123.502549959476,41.481831006663
"1727",-123.399946433622,41.507148096257
"3339",-123.493674255363,41.4597291105783
"5504",-123.52760579931,41.4712341411729
"2945",-123.510038576157,41.5004614264244
"3160",-123.514143067037,41.4786001443063
"648",-123.499196373625,41.466253709968
"2105",-123.372742496465,41.5212009617302
"1290",-123.516970866051,41.4923057878649
"5992",-123.368908456571,41.5024238615187
"178",-123.523317475658,41.5023834027474
"4958",-123.528189062572,41.4929213672832
"5561",-123.429427802447,41.5131938572127
"3469",-123.515971527559,41.4856357724501
"5160",-123.517785476239,41.4877894040319
"1781",-123.394693753001,41.5103908963754
"6343",-123.390788786809,41.5046755142718
"2119",-123.370945052444,41.5128659170532
"2529",-123.420186458578,41.4925199338689
"2212",-123.433221891004,41.4962997323947
"5858",-123.371715699852,41.5218888472553
"3811",-123.487831410268,41.4965224394169
"1309",-123.521099678287,41.4947641959792
"6124",-123.427433921759,41.5124987073732
"2885",-123.51415798005,41.4774561323141
"2477",-123.421164710317,41.4974344138103
"5582",-123.359547023336,41.5299170910555
"74",-123.52365563034,41.4923025698429
"5076",-123.532077631885,41.4923179621085
"2248",-123.415438882022,41.5032199896035
"5132",-123.521639739584,41.4904021568202
"3347",-123.496224547829,41.4597091301103
"769",-123.514309989303,41.4754738146239
"4735",-123.504985578311,41.4900711478153
"5408",-123.535766204024,41.4688995215591
"1449",-123.366543169575,41.5376683727939
"3522",-123.52014016715,41.4976238894798
"132",-123.510646522927,41.4893886123088
"3528",-123.520095055641,41.4979753825375
"2888",-123.518217906256,41.4834278599306
"6015",-123.373347089757,41.5096154759045
"1294",-123.517155716313,41.4929534911295
"1248",-123.492151519754,41.5053673279323
"5962",-123.373946286947,41.5096225366547
"4821",-123.497530918648,41.4974536917923
"4008",-123.508518804643,41.4823181971496
"937",-123.502872866441,41.4833158227318
"4246",-123.50787327688,41.4824831831151
"748",-123.514785478173,41.4765345663112
"5691",-123.364142170277,41.5114194492021
"3452",-123.501364942482,41.4819352598807
"4364",-123.514843931907,41.4869469026196
"3657",-123.51233013403,41.49325431729
"2069",-123.374181638104,41.5255198374228
"388",-123.508359315544,41.4787699705276
"2996",-123.521257045299,41.4874944934348
"1853",-123.421204746253,41.5036133595696
"4414",-123.522722495143,41.5014043012856
"2146",-123.40753303728,41.4978438193247
"4543",-123.510873236071,41.477074440509
"220",-123.522935402261,41.5010610520287
"1310",-123.521038768087,41.4946383680966
"2669",-123.412093940387,41.4915674020181
"876",-123.504765480329,41.4725166131684
"731",-123.50331720791,41.4664339172452
"5303",-123.514883286234,41.4782995876387
"5223",-123.518630447177,41.4946042157665
"5864",-123.379034692184,41.5273504594978
"4405",-123.520405795522,41.5023695920375
